node_number,X,Y,Z,amplitude,mean,gas_load,inertia_load
5979,-562.9784834,-12.09258349,21.33580913,0.032650544,-0.02330833,15400000,1000
5980,-271.0596038,-25.99282793,-6.605389779,97.5675215,-69.65078361,15400000,1000
5981,-265.4776702,19.54904328,-16.3399131,94.16246643,-67.22000831,15400000,1000
5982,-557.6933405,-31.14422936,24.28502813,0.067645715,-0.048290425,15400000,1000
5983,-557.340453,-11.70317786,24.78438325,0.029481406,-0.021045969,15400000,1000
5984,-271.6866474,-17.5965284,-17.88209082,97.59983687,-69.67385292,15400000,1000
5985,-273.7139603,-10.49187315,-0.076316136,96.24014922,-68.70320913,15400000,1000
5986,-273.3235833,23.08365271,26.3972084,96.09787747,-68.60164513,15400000,1000
5987,-277.1860251,-21.60842644,-25.0115959,97.83685114,-69.84305083,15400000,1000
5988,-274.7346148,-19.73269717,16.86291085,97.66385047,-69.71955028,15400000,1000
5989,-262.8764424,9.361400062,-1.630383362,92.21942327,-65.8329228,15400000,1000
5990,-264.38332,22.17615298,-25.08290449,94.61235738,-67.54117298,15400000,1000
5991,-261.3225952,-23.23917825,-12.31127263,96.9569332,-69.21490126,15400000,1000
5992,-264.628749,21.71077738,25.38635246,94.46368399,-67.43503908,15400000,1000
5993,-263.4325408,26.2214021,12.25727261,95.45525235,-68.14289266,15400000,1000
5994,-559.5633885,-22.1427216,24.08923346,0.048542111,-0.034652884,15400000,1000
5995,-262.9323151,-9.607220662,-2.286688179,94.28808971,-67.3096874,15400000,1000
5996,-278.1092318,-22.0421097,24.40053183,97.83520889,-69.84187848,15400000,1000
5997,-249.4973888,18.90893132,-17.90361189,89.37622194,-63.80323927,15400000,1000
5998,-266.5447663,-20.42218209,-24.31711948,97.77598313,-69.79959883,15400000,1000
5999,-261.0312091,-25.20453995,13.09312753,97.52990321,-69.62392889,15400000,1000
6000,-245.6971885,14.33243795,-8.08936964,86.72564178,-61.91106264,15400000,1000
6001,-255.1646582,20.82407623,-24.82396154,91.88782231,-65.59620219,15400000,1000
6002,-248.5893732,-25.09352258,-12.81360215,96.56652102,-68.93619716,15400000,1000
6003,-253.827028,-9.902948491,-2.446351672,92.11107307,-65.7555743,15400000,1000
6004,-267.1816968,-20.35845097,24.76424725,97.87754479,-69.87210109,15400000,1000
6005,-252.0035385,24.14062835,24.99137191,91.18533841,-65.09471774,15400000,1000
6006,-259.8152258,-24.18103263,-27.3876473,97.56429046,-69.64847715,15400000,1000
6007,-246.854721,-23.4225493,-24.41841571,95.66733594,-68.2942933,15400000,1000
6008,-241.1725526,27.59901855,-9.959265446,88.66747101,-63.29728146,15400000,1000
6009,-243.1936186,23.86123741,-25.23500817,87.43088468,-62.41451629,15400000,1000
6010,-245.7438112,28.19859319,11.78786376,90.63173046,-64.6995119,15400000,1000
6011,-258.9217253,-23.91938675,25.90483098,97.6886461,-69.73725128,15400000,1000
6012,-237.5262766,-21.07468927,-15.80225851,91.95808525,-65.6463607,15400000,1000
6013,-244.2666028,-27.69013935,7.063653065,97.39702306,-69.52906983,15400000,1000
6014,-243.8642384,-10.50119477,-1.851676877,89.17493733,-63.65954764,15400000,1000
6015,-246.9981992,-18.8767746,15.4955354,93.72801431,-66.90986472,15400000,1000
6016,-233.1084825,10.72688245,-5.857502918,81.07025545,-57.87383671,15400000,1000
6017,-233.1167387,26.75380036,-26.20494338,83.58605952,-59.66980055,15400000,1000
6018,-245.3396372,21.4998818,26.20247446,87.80179015,-62.67929492,15400000,1000
6019,-233.1084825,19.70316989,16.82599784,81.8251101,-58.41270691,15400000,1000
6020,-234.7625039,5.902005826,7.383848109,82.41800593,-58.83595907,15400000,1000
6021,-238.6908332,-22.14558399,-24.84205866,92.61277602,-66.11372619,15400000,1000
6022,-230.4798878,-14.61309254,-8.258332105,85.46596599,-61.01181428,15400000,1000
6023,-247.6792127,-21.55281156,24.3372272,95.39050393,-68.09667042,15400000,1000
6024,-225.6678277,29.0160813,-14.32492435,82.50040639,-58.89478285,15400000,1000
6025,-228.0686939,-24.65424195,-24.83273604,90.17839842,-64.37589118,15400000,1000
6026,-226.1098903,20.32795248,-23.68253267,77.90610173,-55.61503425,15400000,1000
6027,-225.3047309,5.689127605,7.846459893,78.47238198,-56.0192859,15400000,1000
6028,-221.8317718,-27.28400487,-12.20412692,91.54923472,-65.3544931,15400000,1000
6029,-232.6526456,-26.86146185,14.71556289,94.36124484,-67.36191049,15400000,1000
6030,-238.1270924,-23.87895151,25.20699973,93.60635804,-66.82301761,15400000,1000
6031,-207.7252816,18.88680205,-12.75608514,70.33344636,-50.20912265,15400000,1000
6032,-215.9925448,34.34679293,6.929486263,81.22630195,-57.98523402,15400000,1000
6033,-223.2058214,28.84805021,-24.69266051,80.12198608,-57.19689317,15400000,1000
6034,-234.7588232,20.81943885,25.97128714,82.06058052,-58.5808028,15400000,1000
6035,-226.0595489,-10.62967424,5.976044941,81.90536759,-58.47000067,15400000,1000
6036,-216.8751615,21.4271174,-24.59704869,73.42806761,-52.41828803,15400000,1000
6037,-221.941352,26.63326915,23.62652671,78.54860267,-56.07369779,15400000,1000
6038,-220.3780463,-16.47986435,11.79212974,82.1828271,-58.66807124,15400000,1000
6039,-220.1709687,-10.681324,-6.230378203,79.12634444,-56.48613211,15400000,1000
6040,-212.7048614,11.40559462,4.699152142,70.51487752,-50.33864124,15400000,1000
6041,-220.4057621,-20.52615129,-25.62327316,83.32801431,-59.48558922,15400000,1000
6042,-209.2029891,-29.10380765,-24.26883746,87.02314882,-62.12344437,15400000,1000
6043,-216.1379863,21.08357891,25.60896252,72.49180536,-51.74991597,15400000,1000
6044,-228.7359753,-26.1386548,24.66045388,91.86878264,-65.58261018,15400000,1000
6045,-203.9835357,-31.35726009,-9.182891423,89.71164781,-64.04269063,15400000,1000
6046,-194.7494183,15.48999618,-4.752726034,61.87450789,-44.17051826,15400000,1000
6047,-202.411138,22.23890206,18.58743693,68.6021966,-48.97323075,15400000,1000
6048,-203.996938,7.241785913,5.680761324,67.67726576,-48.31294803,15400000,1000
6049,-203.7605608,29.99163056,-23.94266116,73.44323594,-52.42911644,15400000,1000
6050,-207.6295724,22.0782403,25.05293924,69.56802795,-49.66271168,15400000,1000
6051,-208.7025473,-11.48835532,6.459557174,73.04354384,-52.1437871,15400000,1000
6052,-208.7379499,-12.00315966,-5.318333578,74.37194606,-53.09209712,15400000,1000
6053,-205.3420951,7.41707525,-3.987351659,67.40085537,-48.11562614,15400000,1000
6054,-197.1116288,37.26333887,5.983988066,76.42180141,-54.55543273,15400000,1000
6055,-210.460935,-20.93833147,-25.8167962,78.78135507,-56.23985359,15400000,1000
6056,-211.5789992,-29.72572544,21.41754278,89.42695366,-63.83945495,15400000,1000
6057,-198.3676488,23.30941268,-25.3327496,67.48368146,-48.17475362,15400000,1000
6058,-200.2535902,-29.41801419,-23.77206085,84.31380068,-60.18931482,15400000,1000
6059,-219.9415377,-21.03831253,25.35324961,84.08252709,-60.02421509,15400000,1000
6060,-195.4589073,9.296720836,5.863291897,62.00784761,-44.26570567,15400000,1000
6061,-194.2656224,36.5082126,-10.30827548,75.30828403,-53.76052332,15400000,1000
6062,-176.782763,21.39841712,5.165987691,56.18103428,-40.1061032,15400000,1000
6063,-201.0560603,-17.73480812,11.95581966,74.32919744,-53.06157981,15400000,1000
6064,-208.9783434,-21.237225,24.94105795,79.08616886,-56.45745176,15400000,1000
6065,-197.9604579,24.47604825,25.77670707,67.58388328,-48.2462848,15400000,1000
6066,-181.0994596,28.03139047,16.65680812,65.66617776,-46.8772873,15400000,1000
6067,-185.2544525,11.07069032,-4.414041837,56.33671695,-40.21724036,15400000,1000
6068,-202.0776452,-21.37938008,-25.21865014,75.78795153,-54.10294476,15400000,1000
6069,-188.9674855,-22.06061563,11.13348166,74.56155603,-53.22745456,15400000,1000
6070,-190.5458883,-14.44966457,-4.63166739,66.13089566,-47.20903661,15400000,1000
6071,-180.1255389,43.58627365,-0.300859511,77.19962774,-55.11070164,15400000,1000
6072,-181.0435117,10.43838925,3.533420994,53.70752769,-38.34033449,15400000,1000
6073,-187.5813122,26.53790339,-23.32718489,66.61582254,-47.55521272,15400000,1000
6074,-184.7220391,-23.45834545,-14.4742573,73.89532025,-52.75184717,15400000,1000
6075,-189.2398181,-31.63153284,-25.76045885,83.35685862,-59.50617997,15400000,1000
6076,-200.7496684,-30.14754879,24.62376632,85.77523089,-61.23259012,15400000,1000
6077,-193.0930039,-7.219294891,-3.066062757,64.54051124,-46.07370485,15400000,1000
6078,-166.692139,16.90278207,-4.329435822,49.07768433,-35.03521579,15400000,1000
6079,-185.8108807,36.4625177,24.07147507,72.29034419,-51.60609856,15400000,1000
6080,-191.573534,-7.845739471,5.024214272,64.78531095,-46.24846057,15400000,1000
6081,-171.9031394,30.7165635,-17.43725666,66.26172654,-47.30243321,15400000,1000
6082,-183.2198524,-6.618098302,6.494559011,63.481694,-45.3178443,15400000,1000
6083,-172.3715398,43.28513532,15.43459579,75.70168836,-54.0413639,15400000,1000
6084,-186.5775583,-5.966463895,-7.150332701,65.37418102,-46.66883883,15400000,1000
6085,-165.9022188,7.603501293,3.928029059,48.9113858,-34.91649979,15400000,1000
6086,-161.7848631,8.557961172,-4.006852701,47.09151634,-33.61734496,15400000,1000
6087,-180.8419645,29.34354725,26.00968359,66.32391808,-47.34683028,15400000,1000
6088,-184.4670514,-25.1969952,-24.4392514,74.67648279,-53.30949772,15400000,1000
6089,-176.8721805,-36.93680567,-14.5229912,87.83367986,-62.70206057,15400000,1000
6090,-163.0961801,49.44750436,3.349401833,79.53203286,-56.77574214,15400000,1000
6091,-174.4663914,31.04401974,24.69984289,66.53861186,-47.50009422,15400000,1000
6092,-176.4706312,39.50239718,25.2779533,73.1106638,-52.19170221,15400000,1000
6093,-174.7083164,31.21442185,-25.64885101,67.49719418,-48.18439987,15400000,1000
6094,-175.919864,-18.5252495,5.489625573,62.80031944,-44.83142949,15400000,1000
6095,-174.6976306,-8.266338901,3.602849567,55.42319414,-39.56510165,15400000,1000
6096,-153.4378196,21.20168018,4.077928146,48.03975446,-34.29426609,15400000,1000
6097,-190.4041775,-25.68586943,25.03955163,77.75295622,-55.50570784,15400000,1000
6098,-177.3203152,-26.87668541,16.31672276,76.46888336,-54.58904326,15400000,1000
6099,-176.014358,-7.931101655,-5.257485377,58.44837618,-41.72469648,15400000,1000
6100,-166.6678209,44.93843977,-11.28134251,76.84095882,-54.85465776,15400000,1000
6101,-158.5556326,37.501429,16.95927073,70.95873646,-50.65550026,15400000,1000
6102,-163.5128425,-7.372316671,3.970768143,52.06667959,-37.16897773,15400000,1000
6103,-163.4138568,37.32880408,-25.71085491,72.76954418,-51.94818638,15400000,1000
6104,-166.6708938,43.36601314,24.1010411,75.44502786,-53.85814095,15400000,1000
6105,-152.6967003,8.174701683,-4.139097011,42.74915212,-30.51744996,15400000,1000
6106,-148.6275764,7.329985982,3.672849294,40.5823186,-28.97060676,15400000,1000
6107,-146.4539533,34.19193253,-7.048262266,60.99270321,-43.54102181,15400000,1000
6108,-161.3828969,-31.11817502,-11.71026898,76.01163664,-54.2626275,15400000,1000
6109,-179.5241826,-36.55568651,24.61351648,88.03587826,-62.84640445,15400000,1000
6110,-166.2845535,-10.19355739,-3.77508295,51.17433781,-36.53195949,15400000,1000
6111,-169.4647404,-41.00608248,6.87511422,91.56139789,-65.36317637,15400000,1000
6112,-169.3810016,-38.86934192,-23.42485441,88.33102353,-63.05710051,15400000,1000
6113,-149.7206058,54.11269349,5.715396846,81.8002387,-58.39495197,15400000,1000
6114,-165.2349106,35.1667908,24.75233235,69.82325561,-49.84491151,15400000,1000
6115,-154.4392677,-8.514486813,4.554165555,47.31864311,-33.7794844,15400000,1000
6116,-143.9909084,5.425275101,-7.164243682,42.81001693,-30.56089957,15400000,1000
6117,-168.0997568,-31.29137752,-25.686641,79.67283835,-56.87625907,15400000,1000
6118,-144.6406035,44.48917942,16.65529804,68.94249145,-49.216158,15400000,1000
6119,-169.9726793,-31.50687581,25.28551567,81.2782646,-58.02232891,15400000,1000
6120,-177.641536,-27.82273193,24.89878351,77.43008325,-55.27521765,15400000,1000
6121,-162.1655628,-33.64085523,16.76238646,82.26096219,-58.72384995,15400000,1000
6122,-152.0344312,51.50877242,-14.22223308,79.90029094,-57.03863139,15400000,1000
6123,-157.1422912,47.9386728,-24.53038273,79.11020713,-56.47461195,15400000,1000
6124,-152.1724463,44.37547599,24.85614335,75.40972161,-53.83293675,15400000,1000
6125,-151.8209986,-37.76573322,-22.91356269,86.18904435,-61.52800032,15400000,1000
6126,-169.8206431,-38.36658443,24.37339119,89.01310043,-63.54401637,15400000,1000
6127,-134.9487458,39.6557578,7.888310802,55.58739136,-39.68231761,15400000,1000
6128,-146.822684,-10.42219723,-1.94062585,38.82162151,-27.71369328,15400000,1000
6129,-135.5913535,9.803105238,3.530925128,29.05180882,-20.73929133,15400000,1000
6130,-159.4730942,-42.89009332,-24.78697898,91.21547667,-65.11623291,15400000,1000
6131,-161.8712831,-33.06621053,25.63991837,83.49962511,-59.60809729,15400000,1000
6132,-146.5111033,-30.12429095,5.820102549,65.99743981,-47.11376629,15400000,1000
6133,-138.9947971,58.59362733,-5.53973628,85.00147635,-60.680228,15400000,1000
6134,-138.7393901,-7.952041191,-3.247264326,33.44092828,-23.87256359,15400000,1000
6135,-133.1999806,4.712284944,-6.599474767,31.87028959,-22.75132764,15400000,1000
6136,-134.0911092,27.14620333,-2.925349423,43.23236271,-30.86240076,15400000,1000
6137,-149.0716309,-47.5046818,-6.064964359,93.7827279,-66.94892312,15400000,1000
6138,-149.9071017,-46.25658915,12.1676241,93.01774189,-66.40282072,15400000,1000
6139,-151.5798083,42.50062462,-26.2364636,78.06297717,-55.72702325,15400000,1000
6140,-131.3420937,39.82286769,-9.910578405,53.64566258,-38.29617042,15400000,1000
6141,-126.3749589,7.492653312,4.576440152,17.37036424,-12.40022763,15400000,1000
6142,-150.7635781,-44.92594526,-25.14627819,91.27876524,-65.16141267,15400000,1000
6143,-148.1320165,51.91053775,-24.54271272,79.64647684,-56.85744037,15400000,1000
6144,-139.1978177,56.05343426,24.56044968,81.51022104,-58.18791641,15400000,1000
6145,-128.8127432,-14.19262091,4.236027065,25.93846844,-18.51676286,15400000,1000
6146,-137.1999176,-52.18521208,-16.87652467,99.33128302,-70.90988486,15400000,1000
6147,-138.8656626,-41.6736725,-20.38677363,78.08663422,-55.74391152,15400000,1000
6148,-153.3930879,-39.30415422,24.77631163,89.24814607,-63.71180928,15400000,1000
6149,-134.36004,-34.63071717,-8.33518644,58.05687403,-41.4452136,15400000,1000
6150,-139.2675797,-41.76109823,20.44541872,79.48493346,-56.74211889,15400000,1000
6151,-126.9261757,63.49193788,14.92292761,82.12558757,-58.62720961,15400000,1000
6152,-133.6022053,58.82311682,-22.22040848,83.37305092,-59.51773965,15400000,1000
6153,-124.487212,7.263166972,-5.172045642,15.4662827,-11.04095602,15400000,1000
6154,-120.0470268,0.2021398,8.055353117,9.220537741,-6.582289543,15400000,1000
6155,-142.0025463,-49.47282062,-25.12776651,96.01153531,-68.54000788,15400000,1000
6156,-132.1064826,-25.07653508,5.911646607,44.81082804,-31.98922378,15400000,1000
6157,-125.6397962,50.63471801,24.02581448,56.30223806,-40.19262714,15400000,1000
6158,-129.9009577,59.97482513,23.95218579,79.21778645,-56.55140988,15400000,1000
6159,-122.3548352,31.97379787,-9.815808615,42.0743946,-30.03575897,15400000,1000
6160,-133.2343553,-55.25838126,7.53968387,101.9364635,-72.76965198,15400000,1000
6161,-140.2196744,-48.74653578,25.60379711,96.544347,-68.9203673,15400000,1000
6162,-122.7950032,41.1476161,-18.97949608,33.45494404,-23.88256913,15400000,1000
6163,-115.3847643,71.03672012,-10.16304483,79.96954747,-57.08807167,15400000,1000
6164,-121.4466484,-13.77361896,-5.783782918,12.82651333,-9.156496885,15400000,1000
6165,-115.5948677,4.71672794,-8.259401262,9.037029913,-6.451288368,15400000,1000
6166,-117.4457663,10.20960844,-0.179541224,9.282248727,-6.626343368,15400000,1000
6167,-117.9417474,-6.63208453,7.000252928,5.577526912,-3.981643851,15400000,1000
6168,-122.255617,-29.01701054,-9.14747436,38.47303364,-27.46484585,15400000,1000
6169,-121.9334913,65.52107588,24.61777124,78.91604888,-56.33600779,15400000,1000
6170,-128.7013562,-39.92103128,-24.65222245,51.7560923,-36.94725792,15400000,1000
6171,-128.0452931,-43.02679338,25.93501511,65.33885073,-46.64361762,15400000,1000
6172,-119.2687848,40.79974943,25.4341951,20.93931528,-14.94800416,15400000,1000
6173,-116.5581906,61.45900585,-22.45014456,67.46200595,-48.15928,15400000,1000
6174,-90.4298727,29.24643071,3.548441572,42.24826331,30.15987909,15400000,1000
6175,-116.8794363,-4.294428237,-8.425940011,5.089848349,-3.633503446,15400000,1000
6176,-110.9031269,-4.67930273,8.999735664,12.82046805,-9.152181321,15400000,1000
6177,-133.5991605,-53.35099732,25.10542933,101.6632225,-72.5745924,15400000,1000
6178,-126.527878,44.98721766,-25.08733666,44.07442903,-31.46352882,15400000,1000
6179,-103.9184506,5.830051416,9.044656224,32.38605604,23.11951918,15400000,1000
6180,-133.3248857,-53.44976641,-25.68181019,100.129514,-71.4797202,15400000,1000
6181,-104.8169736,65.17577137,24.79968094,61.77150096,-44.09698409,15400000,1000
6182,-119.0612637,39.02430141,-25.83955954,16.56258361,-11.82357519,15400000,1000
6183,-86.11753542,41.52591335,-13.38092858,35.56701772,25.39032055,15400000,1000
6184,-111.3133192,1.224932795,-20.29019058,9.996595978,-7.136296303,15400000,1000
6185,-112.9687084,18.42199604,-16.87934948,19.35220556,-13.81501,15400000,1000
6186,-93.90338772,15.76918492,-7.539404509,49.49584256,35.33372753,15400000,1000
6187,-96.93154302,-59.6283307,-4.555511418,74.14432082,-52.92960189,15400000,1000
6188,-113.5492185,29.69161915,21.87979865,20.40151217,-14.56408126,15400000,1000
6189,-86.45064368,42.71665576,16.5879015,32.72119456,23.35876547,15400000,1000
6190,-114.658081,30.63122464,-21.60807711,20.08660938,-14.33928078,15400000,1000
6191,-103.1601493,-7.869761724,-6.517967581,34.6120248,24.70857739,15400000,1000
6192,-93.23398124,10.23825761,0.75848998,39.62919716,28.29019942,15400000,1000
6193,-119.4794377,-61.56005468,-8.330497705,101.4985048,-72.45700522,15400000,1000
6194,-109.4253863,-41.16821959,-29.20348335,30.32568629,-21.64867752,15400000,1000
6195,-120.1764415,-35.03295526,-27.07147057,15.08019802,-10.7653407,15400000,1000
6196,-121.5631812,-31.56598046,12.75845728,40.02145547,-28.5702219,15400000,1000
6197,-102.7047585,-50.98928385,-10.95974297,46.13970397,-32.93787211,15400000,1000
6198,-87.95482774,-49.65272192,4.8102085,54.43917617,-38.8626382,15400000,1000
6199,-118.0945936,-61.28360997,12.78827434,97.16503271,-69.36345799,15400000,1000
6200,-112.8598959,71.44032178,-25.44022281,78.03893845,-55.70986249,15400000,1000
6201,-100.6488737,71.96015877,-24.53429839,68.0473327,-48.57712891,15400000,1000
6202,-102.7279404,50.45073064,-30.25362464,38.95242644,-27.80707132,15400000,1000
6203,-95.0363496,7.086141047,12.18118413,58.51139381,41.76968273,15400000,1000
6204,-92.71079834,-19.13967883,1.227600035,49.9137254,35.63204284,15400000,1000
6205,-114.6760348,-60.20457406,-25.89296981,93.7265929,-66.90884992,15400000,1000
6206,-95.9788455,-43.48748458,11.94936982,43.73793993,-31.22331847,15400000,1000
6207,-87.87408586,-35.87489422,-7.570251513,40.27962278,28.75452049,15400000,1000
6208,-125.0919749,-55.51071127,25.22550223,95.81074637,-68.39667,15400000,1000
6209,-106.5118718,38.58276021,31.56987459,18.80207045,-13.4222836,15400000,1000
6210,-101.0285245,51.83564034,30.14580352,38.29157517,-27.33530769,15400000,1000
6211,-77.19245769,55.97627867,-17.5869955,34.96318086,24.95925798,15400000,1000
6212,-93.531605,4.725720993,-8.335456381,71.01755756,50.69749121,15400000,1000
6213,-111.8995775,-14.09379572,22.77763386,11.87032531,-8.473900399,15400000,1000
6214,-110.1745938,4.18993506,25.4709492,7.821681803,-5.583684611,15400000,1000
6215,-113.1552551,15.6180858,24.45406196,12.44692299,-8.885517701,15400000,1000
6216,-105.520995,-49.81818811,-30.0104741,53.41601906,-38.13223437,15400000,1000
6217,-87.53886446,-65.28008118,-4.152623039,87.33792841,-62.34815737,15400000,1000
6218,-110.0669685,-43.03497886,30.68396466,41.72989409,-29.78982948,15400000,1000
6219,-119.3189028,-36.65337654,26.97781963,25.27101202,-18.04028393,15400000,1000
6220,-105.5519821,74.58857815,24.20575028,67.40513528,-48.11868157,15400000,1000
6221,-74.01893278,58.25064398,18.13651696,32.13157867,-22.93785481,15400000,1000
6222,-111.3162372,29.39368691,-30.41242038,17.24275916,12.30913398,15400000,1000
6223,-91.67478744,-4.471364549,8.169210313,80.93713981,57.77880911,15400000,1000
6224,-104.6253817,-67.81715657,-9.884925745,97.20492031,-69.39193261,15400000,1000
6225,-82.65420537,-44.8984283,-3.32702395,46.25549033,33.02052886,15400000,1000
6226,-104.4221833,-67.79871147,8.866795398,96.52694617,-68.90794547,15400000,1000
6227,-110.5947368,-63.98173371,18.75838145,93.68783537,-66.881182,15400000,1000
6228,-107.3919919,-57.15933622,24.44150733,62.47793544,-44.60128837,15400000,1000
6229,-96.82789966,81.80052709,10.11554829,63.26756071,-45.16498049,15400000,1000
6230,-92.76555956,84.86155173,-16.11486358,60.49687314,-43.18706218,15400000,1000
6231,-88.23800288,46.05472225,-30.85690385,31.14542275,22.233865,15400000,1000
6232,-103.7246666,38.5644343,-33.6925951,17.0911968,-12.20093769,15400000,1000
6233,-89.14871376,31.70565943,-25.15736508,41.91265385,29.92029679,15400000,1000
6234,-94.59095213,-4.984093975,-10.26316149,62.87865648,44.8873522,15400000,1000
6235,-94.70975379,3.788002927,-25.65436888,54.0044242,38.55228047,15400000,1000
6236,-93.1834404,-10.19803723,0.561919681,39.21119764,27.99180096,15400000,1000
6237,-112.8957111,-24.0828313,-21.28927769,16.79670757,-11.9907099,15400000,1000
6238,-82.96309913,-42.28482184,-15.05759751,41.75114175,29.80499769,15400000,1000
6239,-112.3095542,-35.19747229,30.61453963,22.07460824,-15.75845879,15400000,1000
6240,-104.4139655,-54.3135631,31.30817217,70.01950583,-49.98500917,15400000,1000
6241,-92.0533609,23.9422246,26.94417566,41.4045621,29.55758404,15400000,1000
6242,-84.85121298,42.69361968,32.30989508,30.53405875,21.79742897,15400000,1000
6243,-96.24097028,80.61326924,23.33412801,55.80504449,-39.83769425,15400000,1000
6244,-91.20551166,59.36029532,-31.02596607,45.39226024,-32.40429245,15400000,1000
6245,-114.284794,-24.15927476,23.81526721,19.62549019,-14.0101004,15400000,1000
6246,-94.94266038,-7.430978926,28.07734332,47.9126261,34.20351266,15400000,1000
6247,-107.0344162,-65.84443582,-25.14002949,101.856244,-72.71238544,15400000,1000
6248,-97.08840259,-42.79626797,-25.98476709,39.47415579,-28.17951963,15400000,1000
6249,-92.39068359,-39.92348182,23.8781098,26.07860851,18.616805,15400000,1000
6250,-93.86708227,-72.93621093,-11.04023874,89.35212344,-63.78603578,15400000,1000
6251,-87.0264168,-39.45423431,-22.9887204,24.75887176,17.67468099,15400000,1000
6252,-82.54363382,-43.35207025,10.1643468,44.34940014,31.65982317,15400000,1000
6253,-78.2896904,-52.46166237,2.649328397,51.19168789,36.54434512,15400000,1000
6254,-115.7891557,-60.74561065,25.8698597,97.08476304,-69.30615567,15400000,1000
6255,-110.8539505,26.67714714,32.60791911,18.55224815,-13.2439423,15400000,1000
6256,-100.4689735,36.43976645,37.87899421,12.56609073,-8.970588297,15400000,1000
6257,-81.12173024,75.65385214,-29.13296361,63.9149549,-45.62713734,15400000,1000
6258,-79.89549724,52.12431629,-32.56061158,35.51339334,25.35203964,15400000,1000
6259,-80.64324732,75.6400213,28.74967583,58.12102532,-41.49100936,15400000,1000
6260,-63.72166408,71.80892561,12.69378692,48.38981401,-34.54416403,15400000,1000
6261,-67.70883679,66.01854779,-9.302928752,41.92008524,-29.92560168,15400000,1000
6262,-94.4747265,-4.301686569,-31.43744913,52.53002148,37.49974485,15400000,1000
6263,-110.9687136,10.90269392,-29.92951734,9.006526588,-6.429512888,15400000,1000
6264,-95.00999536,6.484446708,33.4361808,42.59265349,30.40572965,15400000,1000
6265,-110.3665945,10.95460605,30.43880158,10.1301387,-7.231628787,15400000,1000
6266,-91.82530987,-74.44698217,8.167634451,92.0021924,-65.67784786,15400000,1000
6267,-77.71662499,-72.99822586,-4.941589291,103.7001653,-74.02870991,15400000,1000
6268,-107.7697049,-27.47492897,-31.24818119,12.05507837,-8.605790576,15400000,1000
6269,-100.3963028,-45.32229335,37.96917023,31.86314775,-22.74622926,15400000,1000
6270,-101.7542657,-67.0749651,25.15921722,90.71738031,-64.76065541,15400000,1000
6271,-89.33023466,85.84882649,15.51672868,54.21299372,-38.70117265,15400000,1000
6272,-84.78969448,53.98055788,42.5799887,18.13777035,12.94805793,15400000,1000
6273,-91.53025242,17.55301597,-31.87933062,52.51147665,37.4865063,15400000,1000
6274,-88.65649282,26.03189506,-33.62160694,49.7220108,35.49518294,15400000,1000
6275,-93.09218744,5.111947414,-33.7870796,55.98261951,39.96446018,15400000,1000
6276,-110.8552245,-16.81632654,-28.64657753,9.554430926,-6.820646792,15400000,1000
6277,-110.5961403,-18.17063272,30.10549553,15.65533174,-11.17591292,15400000,1000
6278,-97.8532629,-72.08772104,-27.35523992,103.0955246,-73.59707387,15400000,1000
6279,-73.24819559,-60.05543548,-4.594305279,66.01470098,-47.12608857,15400000,1000
6280,-94.93009368,-73.06199888,22.76187214,85.04789366,-60.71336386,15400000,1000
6281,-90.65777892,45.079523,44.19987722,11.48069063,8.195750877,15400000,1000
6282,-82.80422839,88.71248553,-2.689128863,47.61962229,-33.9943453,15400000,1000
6283,-80.47329966,90.54643787,9.798022775,43.30198173,-30.91209969,15400000,1000
6284,-63.05635596,72.3184964,-24.58215277,53.34066162,-38.07843855,15400000,1000
6285,-100.0689095,-0.284819897,41.59063713,16.92462376,12.08202578,15400000,1000
6286,-99.31348794,11.90334466,42.1304751,17.61004817,12.57133148,15400000,1000
6287,-90.24115095,-40.17840728,-32.29300223,31.3670514,22.39207963,15400000,1000
6288,-85.11988058,-41.78251028,28.96989183,41.86270253,29.88463786,15400000,1000
6289,-92.68608739,-23.2912152,-32.18739274,42.63147936,30.43344651,15400000,1000
6290,-91.82910091,-54.91528911,38.76272868,42.09321649,-30.04919536,15400000,1000
6291,-102.1019593,-28.82005033,38.44730251,8.790347724,-6.275188691,15400000,1000
6292,-94.66046912,-67.29682592,31.29261782,91.70221599,-65.46370243,15400000,1000
6293,-98.77867627,22.40649719,43.70540481,12.61445372,9.005113343,15400000,1000
6294,-92.56727685,16.01939774,36.46725795,43.14981129,30.80346952,15400000,1000
6295,-100.4890623,30.75974557,42.4603503,7.716653953,5.508708092,15400000,1000
6296,-75.74086447,55.13927116,36.25615456,28.87387247,20.61226741,15400000,1000
6297,-85.27227336,90.58213728,-14.56852127,52.68695651,-37.61177659,15400000,1000
6298,-67.07132978,65.74776962,-29.96137649,45.28082846,-32.3247443,15400000,1000
6299,-91.82157091,-15.89034825,-32.84260505,55.90095862,39.90616468,15400000,1000
6300,-92.88398493,-16.07420623,36.3321869,45.6792931,32.60919743,15400000,1000
6301,-100.8169954,-19.74074073,44.77954386,4.732748736,3.378579816,15400000,1000
6302,-84.7029912,-46.99352602,-32.37129176,48.55678704,34.66336157,15400000,1000
6303,-86.89589274,-31.05827044,-31.46950755,53.86192379,38.4505536,15400000,1000
6304,-90.89924607,-45.36698547,43.53517746,17.092482,12.2018552,15400000,1000
